Type                                  Module                      Label             Process
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALBarrel"   "RECO"
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALEndcap"   "RECO"
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALPreshower"   "RECO"
vector<reco::CaloCluster>             "pfElectronTranslator"      "pf"              "RECO"
vector<reco::CaloCluster>             "pfPhotonTranslator"        "pfphot"          "RECO"
vector<reco::CaloCluster>             "hybridSuperClusters"       "uncleanOnlyHybridBarrelBasicClusters"   "RECO"
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "uncleanOnlyMulti5x5EndcapBasicClusters"   "RECO"
vector<reco::CaloJet>                 "ak5CaloJets"               ""                "RECO"
vector<reco::CaloJet>                 "ak7CaloJets"               ""                "RECO"
vector<reco::CaloJet>                 "iterativeCone5CaloJets"    ""                "RECO"
vector<reco::CaloJet>                 "kt4CaloJets"               ""                "RECO"
vector<reco::CaloJet>                 "kt6CaloJets"               ""                "RECO"
vector<reco::CaloJet>                 "kt6CaloJetsCentral"        ""                "RECO"
vector<reco::CaloMET>                 "corMetGlobalMuons"         ""                "RECO"
vector<reco::CaloMET>                 "met"                       ""                "RECO"
vector<reco::CaloMET>                 "metHO"                     ""                "RECO"
vector<reco::CaloMET>                 "metNoHF"                   ""                "RECO"
vector<reco::CaloMuon>                "calomuons"                 ""                "RECO"
vector<reco::CompositeCandidate>      "BestZee"                   ""                "RECO"
vector<reco::CompositeCandidate>      "BestZmm"                   ""                "RECO"
vector<reco::CompositeCandidate>      "ZeeCandElectronTrack"      ""                "RECO"
vector<reco::CompositeCandidate>      "ZmmCandMuonTrack"          ""                "RECO"
vector<reco::CompositeCandidate>      "ElZLegs"                   "theProbeLeg"     "RECO"
vector<reco::CompositeCandidate>      "MuZLegs"                   "theProbeLeg"     "RECO"
vector<reco::CompositeCandidate>      "ElZLegs"                   "theTagLeg"       "RECO"
vector<reco::CompositeCandidate>      "MuZLegs"                   "theTagLeg"       "RECO"
vector<reco::Conversion>              "allConversions"            ""                "RECO"
vector<reco::Conversion>              "conversions"               ""                "RECO"
vector<reco::Conversion>              "gedPhotonCore"             ""                "RECO"
vector<reco::Conversion>              "uncleanedOnlyAllConversions"   ""                "RECO"
vector<reco::Conversion>              "pfPhotonTranslator"        "pfphot"          "RECO"
vector<reco::ElectronSeed>            "electronMergedSeeds"       ""                "RECO"
vector<reco::GenJet>                  "ak5GenJetsForPUid"         ""                "RECO"
vector<reco::GenJet>                  "chargedak5GenJets"         ""                "RECO"
vector<reco::GenJet>                  "kinematicSelectedTauValDenominatorQCD"   ""                "RECO"
vector<reco::GenJet>                  "kinematicSelectedTauValDenominatorZTT"   ""                "RECO"
vector<reco::GenJet>                  "objectTypeSelectedTauValDenominatorModuleZTT"   ""                "RECO"
vector<reco::GenJet>                  "tauGenJets"                ""                "RECO"
vector<reco::GsfElectron>             "gedGsfElectrons"           ""                "RECO"
vector<reco::GsfElectron>             "gsfElectrons"              ""                "RECO"
vector<reco::GsfElectron>             "uncleanedOnlyGsfElectrons"   ""                "RECO"
vector<reco::GsfElectron>             "pfElectronTranslator"      "pf"              "RECO"
vector<reco::GsfElectronCore>         "gedGsfElectronCores"       ""                "RECO"
vector<reco::GsfElectronCore>         "gsfElectronCores"          ""                "RECO"
vector<reco::GsfElectronCore>         "uncleanedOnlyGsfElectronCores"   ""                "RECO"
vector<reco::GsfElectronCore>         "pfElectronTranslator"      "pf"              "RECO"
vector<reco::GsfTrack>                "electronGsfTracks"         ""                "RECO"
vector<reco::GsfTrackExtra>           "electronGsfTracks"         ""                "RECO"
vector<reco::HFEMClusterShape>        "hfEMClusters"              ""                "RECO"
vector<reco::JPTJet>                  "JetPlusTrackZSPCorJetAntiKt5"   ""                "RECO"
vector<reco::ME0Muon>                 "me0SegmentMatcher"         ""                "RECO"
vector<reco::MET>                     "tcMet"                     ""                "RECO"
vector<reco::MET>                     "tcMetWithPFclusters"       ""                "RECO"
vector<reco::Muon>                    "muons"                     ""                "RECO"
vector<reco::Muon>                    "muonsFromCosmics"          ""                "RECO"
vector<reco::Muon>                    "muonsFromCosmics1Leg"      ""                "RECO"
vector<reco::PFBlock>                 "particleFlowBlock"         ""                "RECO"
vector<reco::PFCandidate>             "particleFlow"              ""                "RECO"
vector<reco::PFCandidate>             "particleFlowEGamma"        ""                "RECO"
vector<reco::PFCandidate>             "particleFlowTmp"           "AddedMuonsAndHadrons"   "RECO"
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedCosmicsMuons"   "RECO"
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedFakeMuons"   "RECO"
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedHF"       "RECO"
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedPunchThroughMuons"   "RECO"
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedPunchThroughNeutralHadrons"   "RECO"
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedTrackerAndGlobalMuons"   "RECO"
vector<reco::PFCandidate>             "particleFlowTmp"           "electrons"       "RECO"
vector<reco::PFCluster>               "particleFlowClusterECAL"   ""                "RECO"
vector<reco::PFCluster>               "particleFlowClusterHCAL"   ""                "RECO"
vector<reco::PFCluster>               "particleFlowClusterHO"     ""                "RECO"
vector<reco::PFCluster>               "particleFlowClusterPS"     ""                "RECO"
vector<reco::PFDisplacedVertex>       "particleFlowDisplacedVertex"   ""                "RECO"
vector<reco::PFJet>                   "PFJetsId"                  ""                "RECO"
vector<reco::PFJet>                   "ak5PFJets"                 ""                "RECO"
vector<reco::PFJet>                   "ak5PFJetsCHS"              ""                "RECO"
vector<reco::PFJet>                   "ak8PFJets"                 ""                "RECO"
vector<reco::PFJet>                   "ak8PFJetsCHS"              ""                "RECO"
vector<reco::PFJet>                   "ak8PFJetsCHSConstituents"   ""                "RECO"
vector<reco::PFJet>                   "ca8PFJetsCHS"              ""                "RECO"
vector<reco::PFJet>                   "iterativeCone5PFJets"      ""                "RECO"
vector<reco::PFJet>                   "kinematicSelectedPFJets"   ""                "RECO"
vector<reco::PFJet>                   "kt4PFJets"                 ""                "RECO"
vector<reco::PFJet>                   "kt6PFJets"                 ""                "RECO"
vector<reco::PFJet>                   "kt6PFJetsCentralChargedPileUp"   ""                "RECO"
vector<reco::PFJet>                   "kt6PFJetsCentralNeutral"   ""                "RECO"
vector<reco::PFJet>                   "kt6PFJetsCentralNeutralTight"   ""                "RECO"
vector<reco::PFJet>                   "ca15PFJetsCHSFiltered"     "SubJets"         "RECO"
vector<reco::PFJet>                   "ca15PFJetsCHSMassDropFiltered"   "SubJets"         "RECO"
vector<reco::PFJet>                   "ca8PFJetsCHSPruned"        "SubJets"         "RECO"
vector<reco::PFJet>                   "cmsTopTagPFJetsCHS"        "caTopSubJets"    "RECO"
vector<reco::PFJet>                   "hepTopTagPFJetsCHS"        "caTopSubJets"    "RECO"
vector<reco::PFJet>                   "recoTauAK5PFJets08Region"   "jets"            "RECO"
vector<reco::PFMET>                   "pfMet"                     ""                "RECO"
vector<reco::PFRecHit>                "particleFlowRecHitEK"      "Cleaned"         "RECO"
vector<reco::PFRecHit>                "particleFlowRecHitHCAL"    "Cleaned"         "RECO"
vector<reco::PFRecHit>                "particleFlowRecHitHO"      "Cleaned"         "RECO"
vector<reco::PFRecHit>                "particleFlowRecHitPS"      "Cleaned"         "RECO"
vector<reco::PFTau>                   "combinatoricRecoTaus"      ""                "RECO"
vector<reco::PFTau>                   "hpsPFTauProducer"          ""                "RECO"
vector<reco::PFTau>                   "hpsPFTauProducerSansRefs"   ""                "RECO"
vector<reco::PFTauTransverseImpactParameter>    "hpsPFTauTransverseImpactParameters"   "PFTauTIP"        "RECO"
vector<reco::Photon>                  "gedPhotons"                ""                "RECO"
vector<reco::Photon>                  "mustachePhotons"           ""                "RECO"
vector<reco::Photon>                  "photons"                   ""                "RECO"
vector<reco::Photon>                  "pfPhotonTranslator"        "pfphot"          "RECO"
vector<reco::PhotonCore>              "gedPhotonCore"             ""                "RECO"
vector<reco::PhotonCore>              "mustachePhotonCore"        ""                "RECO"
vector<reco::PhotonCore>              "photonCore"                ""                "RECO"
vector<reco::PhotonCore>              "pfPhotonTranslator"        "pfphot"          "RECO"
vector<reco::PreId>                   "trackerDrivenElectronSeeds"   "preid"           "RECO"
vector<reco::PreshowerCluster>        "pfElectronTranslator"      "pf"              "RECO"
vector<reco::PreshowerCluster>        "pfPhotonTranslator"        "pfphot"          "RECO"
vector<reco::PreshowerCluster>        "multi5x5SuperClustersWithPreshower"   "preshowerXClusters"   "RECO"
vector<reco::PreshowerCluster>        "multi5x5SuperClustersWithPreshower"   "preshowerYClusters"   "RECO"
vector<reco::PreshowerClusterShape>    "multi5x5PreshowerClusterShape"   "multi5x5PreshowerXClustersShape"   "RECO"
vector<reco::PreshowerClusterShape>    "multi5x5PreshowerClusterShape"   "multi5x5PreshowerYClustersShape"   "RECO"
vector<reco::RecoChargedCandidate>    "ElTrackCands"              ""                "RECO"
vector<reco::RecoChargedCandidate>    "MuTrackCands"              ""                "RECO"
vector<reco::RecoChargedCandidate>    "me0MuonConverter"          ""                "RECO"
vector<reco::RecoChargedRefCandidate>    "trackRefsForJets"          ""                "RECO"
vector<reco::RecoEcalCandidate>       "hfRecoEcalCandidate"       ""                "RECO"
vector<reco::RecoTauPiZero>           "hpsPFTauProducer"          "pizeros"         "RECO"
vector<reco::SecondaryVertexTagInfo>    "ghostTrackVertexTagInfos"   ""                "RECO"
vector<reco::SecondaryVertexTagInfo>    "secondaryVertexTagInfos"   ""                "RECO"
vector<reco::SoftLeptonTagInfo>       "softPFElectronsTagInfos"   ""                "RECO"
vector<reco::SoftLeptonTagInfo>       "softPFMuonsTagInfos"       ""                "RECO"
vector<reco::SuperCluster>            "correctedHybridSuperClusters"   ""                "RECO"
vector<reco::SuperCluster>            "correctedMulti5x5SuperClustersWithPreshower"   ""                "RECO"
vector<reco::SuperCluster>            "hfEMClusters"              ""                "RECO"
vector<reco::SuperCluster>            "hybridSuperClusters"       ""                "RECO"
vector<reco::SuperCluster>            "multi5x5SuperClustersWithPreshower"   ""                "RECO"
vector<reco::SuperCluster>            "particleFlowEGamma"        ""                "RECO"
vector<reco::SuperCluster>            "multi5x5SuperClusters"     "multi5x5EndcapSuperClusters"   "RECO"
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALBarrel"   "RECO"
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALEndcapWithPreshower"   "RECO"
vector<reco::SuperCluster>            "pfElectronTranslator"      "pf"              "RECO"
vector<reco::SuperCluster>            "pfPhotonTranslator"        "pfphot"          "RECO"
vector<reco::SuperCluster>            "hybridSuperClusters"       "uncleanOnlyHybridSuperClusters"   "RECO"
vector<reco::SuperCluster>            "multi5x5SuperClusters"     "uncleanOnlyMulti5x5EndcapSuperClusters"   "RECO"
vector<reco::Track>                   "ckfInOutTracksFromConversions"   ""                "RECO"
vector<reco::Track>                   "ckfOutInTracksFromConversions"   ""                "RECO"
vector<reco::Track>                   "conversionStepTracks"      ""                "RECO"
vector<reco::Track>                   "cosmicMuons"               ""                "RECO"
vector<reco::Track>                   "cosmicMuons1Leg"           ""                "RECO"
vector<reco::Track>                   "cosmicsVetoTracks"         ""                "RECO"
vector<reco::Track>                   "generalTracks"             ""                "RECO"
vector<reco::Track>                   "globalCosmicMuons"         ""                "RECO"
vector<reco::Track>                   "globalCosmicMuons1Leg"     ""                "RECO"
vector<reco::Track>                   "globalMuons"               ""                "RECO"
vector<reco::Track>                   "globalSETMuons"            ""                "RECO"
vector<reco::Track>                   "pixelTracks"               ""                "RECO"
vector<reco::Track>                   "refittedStandAloneMuons"   ""                "RECO"
vector<reco::Track>                   "regionalCosmicTracks"      ""                "RECO"
vector<reco::Track>                   "standAloneMuons"           ""                "RECO"
vector<reco::Track>                   "standAloneSETMuons"        ""                "RECO"
vector<reco::Track>                   "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "RECO"
vector<reco::Track>                   "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "RECO"
vector<reco::Track>                   "refittedStandAloneMuons"   "UpdatedAtVtx"    "RECO"
vector<reco::Track>                   "standAloneMuons"           "UpdatedAtVtx"    "RECO"
vector<reco::Track>                   "standAloneSETMuons"        "UpdatedAtVtx"    "RECO"
vector<reco::Track>                   "tevMuons"                  "default"         "RECO"
vector<reco::Track>                   "tevMuons"                  "dyt"             "RECO"
vector<reco::Track>                   "tevMuons"                  "firstHit"        "RECO"
vector<reco::Track>                   "impactParameterTagInfos"   "ghostTracks"     "RECO"
vector<reco::Track>                   "tevMuons"                  "picky"           "RECO"
vector<reco::TrackExtra>              "ckfInOutTracksFromConversions"   ""                "RECO"
vector<reco::TrackExtra>              "ckfOutInTracksFromConversions"   ""                "RECO"
vector<reco::TrackExtra>              "conversionStepTracks"      ""                "RECO"
vector<reco::TrackExtra>              "cosmicMuons"               ""                "RECO"
vector<reco::TrackExtra>              "cosmicMuons1Leg"           ""                "RECO"
vector<reco::TrackExtra>              "electronGsfTracks"         ""                "RECO"
vector<reco::TrackExtra>              "generalTracks"             ""                "RECO"
vector<reco::TrackExtra>              "globalCosmicMuons"         ""                "RECO"
vector<reco::TrackExtra>              "globalCosmicMuons1Leg"     ""                "RECO"
vector<reco::TrackExtra>              "globalMuons"               ""                "RECO"
vector<reco::TrackExtra>              "globalSETMuons"            ""                "RECO"
vector<reco::TrackExtra>              "pixelTracks"               ""                "RECO"
vector<reco::TrackExtra>              "refittedStandAloneMuons"   ""                "RECO"
vector<reco::TrackExtra>              "regionalCosmicTracks"      ""                "RECO"
vector<reco::TrackExtra>              "standAloneMuons"           ""                "RECO"
vector<reco::TrackExtra>              "standAloneSETMuons"        ""                "RECO"
vector<reco::TrackExtra>              "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "RECO"
vector<reco::TrackExtra>              "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "RECO"
vector<reco::TrackExtra>              "tevMuons"                  "default"         "RECO"
vector<reco::TrackExtra>              "tevMuons"                  "dyt"             "RECO"
vector<reco::TrackExtra>              "tevMuons"                  "firstHit"        "RECO"
vector<reco::TrackExtra>              "tevMuons"                  "picky"           "RECO"
vector<reco::TrackExtrapolation>      "trackExtrapolator"         ""                "RECO"
vector<reco::TrackIPTagInfo>          "impactParameterTagInfos"   ""                "RECO"
vector<reco::TrackJet>                "ak5TrackJets"              ""                "RECO"
vector<reco::Vertex>                  "offlinePrimaryVertices"    ""                "RECO"
vector<reco::Vertex>                  "offlinePrimaryVerticesWithBS"   ""                "RECO"
vector<reco::Vertex>                  "pixelVertices"             ""                "RECO"
vector<reco::VertexCompositeCandidate>    "generalV0Candidates"       "Kshort"          "RECO"
vector<reco::VertexCompositeCandidate>    "generalV0Candidates"       "Lambda"          "RECO"
